#,Name,Country,Nick,Points,GP_t2 points,GP_t2 rank. points,GP_t2 position,year,round
140.,Pavel Kocka,Czech Rep.,hawranomut,416,416,416,140.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
141.,Maxim Li,USA,28 degrees,416,416,416,141.,2025,2
142.,Filip Brecher,Czech Rep.,,414,414,414,142.,2025,2
143.,Jhonny Cruz Mestanza,Peru,ElXouny,414,414,414,143.,2025,2
144.,Dennis Keetman,Netherlands,DennisK,411,411,411,144.,2025,2
145.,Nityant Agarwal,India,Nityant05,410,410,410,145.,2025,2
146.,Kevin Sun,Canada,ksun48,408,408,408,146.,2025,2
147.,Takeshi Kawasaki,Japan,,405,405,405,147.,2025,2
148.,Claudine Thiry,Luxembourg,dodine,404,404,404,148.,2025,2
149.,Ned Walker,UK,nedwalker,403,403,403,149.,2025,2
150.,Laura Tarchetti,Italy,fenicia,403,403,403,150.,2025,2
151.,Magdalena Bernacik,Poland,,403,403,403,151.,2025,2
152.,Tina Bratim,Croatia,Tinica,402,402,402,152.,2025,2
153.,Candice Solidarios,Philippines,,402,402,402,153.,2025,2
154.,Nathalie Catinot,France,,401,401,401,154.,2025,2
155.,Timo van der Hoogt,Netherlands,toht,401,401,401,155.,2025,2
156.,Ravi chandran,India,ravilp,401,401,401,156.,2025,2
157.,Orhun Yüksel,Turkey,Niverio,401,401,401,157.,2025,2
158.,Jonathan Yu,Philippines,sudokutrash,400,400,400,158.,2025,2
159.,Tom Collyer,UK,,396,396,396,159.,2025,2
160.,Denis Auroux,France,auroux,395,395,395,160.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
161.,Arvis Brizga,Latvia,,395,395,395,161.,2025,2
162.,Pawel Kepczynski,Poland,pafcio,395,395,395,162.,2025,2
163.,XXX XXX,China,Sloth,395,395,395,163.,2025,2
164.,Kerry Xing,USA,kxing,395,395,395,164.,2025,2
165.,Ericka Casil,Philippines,,394,394,394,165.,2025,2
166.,Michael Kreiger,USA,Michael_K3,392,392,392,166.,2025,2
167.,Yuji Yamamoto,Japan,utime,391,391,391,167.,2025,2
168.,自 然,China,zrlyg,390,390,390,168.,2025,2
169.,Veronika Hrubjáková,Slovakia,,390,390,390,169.,2025,2
170.,Frédéric PREVOT,France,Ours Blanc,390,390,390,170.,2025,2
171.,zhiyang Tong,China,泡芙,390,390,390,171.,2025,2
172.,Takuma Kitamura,Japan,SP1,389,389,389,172.,2025,2
173.,Zoe Ashford,UK,Zo_Ashford,389,389,389,173.,2025,2
174.,CJ Tan,Philippines,hetan,385,385,385,174.,2025,2
175.,Satoshi Ando,Japan,aldentea,383,383,383,175.,2025,2
176.,Lubos Hyzak,Slovakia,,378,378,378,176.,2025,2
177.,akash doulani,India,akashdoulani78,370,370,370,177.,2025,2
178.,yong seok Choi,"Korea, South",EoHeongMat,369,369,369,178.,2025,2
179.,Adam Bissett,UK,,369,369,369,179.,2025,2
180.,Jiri Hrdina,Czech Rep.,jhrdina,368,368,368,180.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
181.,Tomasz Skalski,Poland,,366,366,366,181.,2025,2
182.,Jörg Zentgraf,Germany,,365,365,365,182.,2025,2
183.,Lucy Epstein,USA,,363,363,363,183.,2025,2
184.,Soji Kubota,Japan,fff1015,362,362,362,184.,2025,2
185.,jun seo ha,"Korea, South",mathjuny,362,362,362,185.,2025,2
186.,Aubin Danzo,France,,360,360,360,186.,2025,2
187.,Justyna Wójcik,Poland,Hitori69,356,356,356,187.,2025,2
188.,Benji Martin,UK,Benjango,354,354,354,188.,2025,2
189.,Matej Vyparina,Slovakia,,353,353,353,189.,2025,2
190.,Sara Terveer,Germany,,352,352,352,190.,2025,2
191.,Margit Scheler,Estonia,pargitool,349,349,349,191.,2025,2
192.,Agnieszka Buczma,Poland,agabum,348,348,348,192.,2025,2
193.,Tim Miller,USA,timjamiller,348,348,348,193.,2025,2
194.,Kevin Filmawan,Indonesia,kevinfil,348,348,348,194.,2025,2
195.,Chenlang Li,China,,347,347,347,195.,2025,2
196.,DHRUVARAJSINH PUWAR,India,Dhruvarajsinh,347,347,347,196.,2025,2
197.,Taylor Bu,China,,347,347,347,197.,2025,2
198.,Viktor Lapis,Hungary,,346,346,346,198.,2025,2
199.,Julien DAL ZOTTO,France,Dalzinho74,346,346,346,199.,2025,2
200.,Taro Arimatsu,Japan,tarotaro,346,346,346,200.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
201.,Kristi Lehto,Estonia,,345,345,345,201.,2025,2
202.,Anders Olsen,USA,whatshisbucket,345,345,345,202.,2025,2
203.,Yu Huang,China,hy1988,344,344,344,203.,2025,2
204.,Valerio Stancanelli,Italy,TheScrasse,344,344,344,204.,2025,2
205.,XiaoWei Huang,China,xiao01wei,343,343,343,205.,2025,2
206.,Timothy Leong,Australia,,343,343,343,206.,2025,2
207.,Valeria Losasso,Italy,hopethisoneworks,343,343,343,207.,2025,2
208.,Pavlos Zacharopoulos,Greece,t12345678,343,343,343,208.,2025,2
209.,Harmeet Singh,India,harmeet,343,343,343,209.,2025,2
210.,Elena Aivazopoulou,Greece,,342,342,342,210.,2025,2
211.,Manuel Poliszuk,Argentina,Qhaces,342,342,342,211.,2025,2
212.,Jan Češka,Czech Rep.,janceska,340,340,340,212.,2025,2
213.,Olivier Lignon,France,Olivier Lignon,340,340,340,213.,2025,2
214.,Wei-Hwa Huang,USA,onigame,339,339,339,214.,2025,2
215.,michele bongiorno,Italy,wiseman89,339,339,339,215.,2025,2
216.,Filip Jabłoński,Poland,BigKokonat,336,336,336,216.,2025,2
217.,Florian Mauer,Germany,FlorianM79,336,336,336,217.,2025,2
218.,Lenka Chaloupková,Czech Rep.,,335,335,335,218.,2025,2
219.,swaroop guggilam,India,swaroop2011,335,335,335,219.,2025,2
220.,Kanae Aoki,Japan,kiyowa,333,333,333,220.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
221.,Stefan Gyürki,Slovakia,gypista,331,331,331,221.,2025,2
222.,Jonathan Bode,USA,bodemeister,330,330,330,222.,2025,2
223.,Gennady Korotkevich,Belarus,tourist,330,330,330,223.,2025,2
224.,Harrison Beer,Australia,Harryjbeer,330,330,330,224.,2025,2
225.,Nelly Pelc Vostrá,Czech Rep.,nelly,330,330,330,225.,2025,2
226.,Olga Shut,Belarus,OlgaShut,330,330,330,226.,2025,2
227.,city isolated,China,isolatedcity,330,330,330,227.,2025,2
228.,Frank Wang,USA,,329,329,329,228.,2025,2
229.,Karel Doskocil,Czech Rep.,carlos5,328,328,328,229.,2025,2
230.,Cheryl Gaul,USA,cgaul,328,328,328,230.,2025,2
231.,Ulla Elsilä,Finland,UllaE,327,327,327,231.,2025,2
232.,Lisa Loheide-Niesmann,Germany,,326,326,326,232.,2025,2
233.,Pooja Bansal,India,pooja bansal,326,326,326,233.,2025,2
234.,Vladlen Karpov,Russia,,325,325,325,234.,2025,2
235.,Gabriela Jaselska,Slovakia,,325,325,325,235.,2025,2
236.,Henning Kalsgaard Poulsen,Denmark,Kalsgaard,325,325,325,236.,2025,2
237.,mi yanming,China,,325,325,325,237.,2025,2
238.,Tom Krejčí,Czech Rep.,tierra,325,325,325,238.,2025,2
239.,Miroslav Salaga,Slovakia,macko,323,323,323,239.,2025,2
240.,Rianda Jenema,Netherlands,Rianda,323,323,323,240.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
241.,Phasit Chantachote,Thailand,SonicBlaze,321,321,321,241.,2025,2
242.,Sed Holaysan,Philippines,,320,320,320,242.,2025,2
243.,Zhen Fan,China,FierceHAuCl4,320,320,320,243.,2025,2
244.,Arnaud Dumont,France,L00ping,320,320,320,244.,2025,2
245.,Aleksei Daniliuk,UK,Um_nik,319,319,319,245.,2025,2
246.,Ralf Möbus,Germany,,318,318,318,246.,2025,2
247.,Nicholas Allendorf,USA,Shogia,314,314,314,247.,2025,2
248.,Calum Mailer,UK,,314,314,314,248.,2025,2
249.,Maciej Ignaciuk,Poland,,313,313,313,249.,2025,2
250.,Diana Grigoreva,Russia,,311,311,311,250.,2025,2
251.,Frederick Gutierrez Jr.,Philippines,Fredo,311,311,311,251.,2025,2
252.,Jerry Weir,Canada,,310,310,310,252.,2025,2
253.,Benedikt Hahn,Germany,Kideneb,309,309,309,253.,2025,2
254.,Reinier Schmiermann,Netherlands,Reinier,309,309,309,254.,2025,2
255.,Asterios Varsamis-Kyratlidis,Greece,avarsamis,309,309,309,255.,2025,2
256.,Alexander Karpan,Ukraine,AlexKarpan,307,307,307,256.,2025,2
257.,Diana Skrhova,Slovakia,Anaid,306,306,306,257.,2025,2
258.,Andri Purnama Ramadan,Indonesia,Nusi,305,305,305,258.,2025,2
259.,sumi sumi,Germany,,302,302,302,259.,2025,2
260.,Yuta Nagata,Japan,nyuta,302,302,302,260.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
261.,Kentaro Sumigawa,Japan,smiken,302,302,302,261.,2025,2
262.,爽 覃,China,Shuang Qin,302,302,302,262.,2025,2
263.,Mathilde Prouvost,France,ThithildeProuv,301,301,301,263.,2025,2
264.,Giulia Cossutti,Italy,elc,299,299,299,264.,2025,2
265.,Chiara Nuzio,Italy,lupurk,298,298,298,265.,2025,2
266.,jean-Baptiste RIDOUARD,France,Roxis,298,298,298,266.,2025,2
267.,Cara Dowell,USA,,297,297,297,267.,2025,2
268.,Peter Hornak,Slovakia,petho,296,296,296,268.,2025,2
269.,Vittorio Schiavone,Italy,Moso,295,295,295,269.,2025,2
270.,Man He,China,dodomos,295,295,295,270.,2025,2
271.,Matthew White,UK,,294,294,294,271.,2025,2
272.,DUC JOFFREY,France,,293,293,293,272.,2025,2
273.,Takemasa Aoki,Japan,gori.sh,291,291,291,273.,2025,2
274.,Rado Bo4ev,Bulgaria,tres4o,291,291,291,274.,2025,2
275.,Gabriele Carelli,Italy,GaS,290,290,290,275.,2025,2
276.,Olga Diaz,Spain,,289,289,289,276.,2025,2
277.,Dusan Sobot,Serbia,dsobot,288,288,288,277.,2025,2
278.,Richard Luhtaru,Estonia,,288,288,288,278.,2025,2
279.,Jacob Bowdler,New Zealand,jacobpwb,287,287,287,279.,2025,2
280.,Hermelin Isabelle,France,elendill,287,287,287,280.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
281.,Poonam Gandhi,India,poonamgandhi,287,287,287,281.,2025,2
282.,Mariëlle Hoexum,Netherlands,malelle12,286,286,286,282.,2025,2
283.,haizhi zhang,China,岁月刀,285,285,285,283.,2025,2
284.,Phattharapharadee Maenpuen,Thailand,,284,284,284,284.,2025,2
285.,Jiachen Tang,China,SuikaPredator,284,284,284,285.,2025,2
286.,Łukasz Skrzypczyński,Poland,skrzypl1,283,283,283,286.,2025,2
287.,Akihiro Kaneko,Japan,SigmaArf,282,282,282,287.,2025,2
288.,Jotaro Miyamoto,Japan,,282,282,282,288.,2025,2
289.,BILLOT Pierre,Belgium,,281,281,281,289.,2025,2
290.,Darren Yin,USA,,281,281,281,290.,2025,2
291.,Yosuke Imai,Japan,101 Yosuke,281,281,281,291.,2025,2
292.,Connor Sell,USA,,281,281,281,292.,2025,2
293.,Ekaterina Nuzdina,Russia,,280,280,280,293.,2025,2
294.,Ewelina Wiśniewska,Poland,Evellinium,279,279,279,294.,2025,2
295.,Anuradha Ganesh,India,AnuGanesh,276,276,276,295.,2025,2
296.,Sébastien Tainon,France,Arkandias,274,274,274,296.,2025,2
297.,Václav Jasanský,Czech Rep.,Nikro,271,271,271,297.,2025,2
298.,Aikaterini Tsakanika,Greece,tatia,271,271,271,298.,2025,2
299.,Gaurav Kumar Jain,India,Gaurav,270,270,270,299.,2025,2
300.,Lucie Klimešová,Czech Rep.,,270,270,270,300.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
301.,Jeff Felling,USA,Jeff8,269,269,269,301.,2025,2
302.,Ümit Volkan ÖZTÜRK,Turkey,volkirik,266,266,266,302.,2025,2
303.,俏 俏,China,JojoQueen,266,266,266,303.,2025,2
304.,Nadine BRIOUAL,France,,266,266,266,304.,2025,2
305.,Janelle Aleisonne Navarro,Philippines,aliii,266,266,266,305.,2025,2
306.,Matteo Fedeli,Italy,Yoshi Baroshi,266,266,266,306.,2025,2
307.,Deepak Kumar,India,dipkmr,266,266,266,307.,2025,2
308.,Jiapei Zou,China,likeat2best,266,266,266,308.,2025,2
309.,Vijaya Govindarajan,India,Vijaya,266,266,266,309.,2025,2
310.,Cong Gao,China,,266,266,266,310.,2025,2
311.,Karolina Olszewska,Poland,arolinao,265,265,265,311.,2025,2
312.,Michael Walker,UK,Atimelord852,265,265,265,312.,2025,2
313.,甘 甘,China,阿呆,265,265,265,313.,2025,2
314.,Olga Doroszko,Poland,,265,265,265,314.,2025,2
315.,Martin Bråten,Norway,Piatato,265,265,265,315.,2025,2
316.,Iva Rabar,Croatia,,265,265,265,316.,2025,2
317.,Pika Založnik,Slovenia,pzalozni,265,265,265,317.,2025,2
318.,Kaz .,USA,kaz_150,264,264,264,318.,2025,2
319.,Timothy Tan,USA,arceus23,264,264,264,319.,2025,2
320.,Amit Sowani,India,amitsowani,263,263,263,320.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
321.,Иван Георгиев,Bulgaria,Vanko1914,263,263,263,321.,2025,2
322.,Anna Szymańska,Poland,annasz,263,263,263,322.,2025,2
323.,Charles Steinhardt,Denmark,CSteinhardt,263,263,263,323.,2025,2
324.,Deyan Razsadov,Bulgaria,Deyan,263,263,263,324.,2025,2
325.,Huaiyuan ZHANG,China,Amanda730,263,263,263,325.,2025,2
326.,David Braun,Hungary,Braunka625,263,263,263,326.,2025,2
327.,Solomon Granor,USA,SSG,263,263,263,327.,2025,2
328.,Erik Amor,Estonia,,263,263,263,328.,2025,2
329.,Clément Bossut,France,,263,263,263,329.,2025,2
330.,Jouni Harjumäki,Finland,,262,262,262,330.,2025,2
331.,Vassili Paput,France,,262,262,262,331.,2025,2
332.,Walker Anderson,USA,WA1729,261,261,261,332.,2025,2
333.,Renfei Gong,China,OnionSalad,261,261,261,333.,2025,2
334.,Takeru Sugai,Japan,to,261,261,261,334.,2025,2
335.,吕铠毅 lvkaiyi,China,lvkaiyi0811,260,260,260,335.,2025,2
336.,Jacob Nelson,USA,Stretch22,260,260,260,336.,2025,2
337.,Zdenka Pácalová,Czech Rep.,zdenkap,257,257,257,337.,2025,2
338.,Thanos Darkadakis,Greece,sakito,256,256,256,338.,2025,2
339.,BLECON Francois,France,francwe,256,256,256,339.,2025,2
340.,Shinichi Aoki,Japan,,255,255,255,340.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
341.,Tu Nguyen,Vietnam,thanhtu26,255,255,255,341.,2025,2
342.,Michał Wójcik,Poland,mwojcik96,253,253,253,342.,2025,2
343.,Madeleine Mott,USA,atroposhears,253,253,253,343.,2025,2
344.,Jaroslav Grajciar,Slovakia,Neky,250,250,250,344.,2025,2
345.,Beata Lach,Poland,Blach,249,249,249,345.,2025,2
346.,Sung-Won Jin,"Korea, South",swj219,249,249,249,346.,2025,2
347.,陈昱 chenyu,China,,248,248,248,347.,2025,2
348.,Kristin Stearns,USA,DreamRose311,248,248,248,348.,2025,2
349.,Jaroslav Grajciar ml.,Slovakia,Jarck,246,246,246,349.,2025,2
350.,Sakulbuth Ekvittayaniphon,Thailand,lemononmars,245,245,245,350.,2025,2
351.,Vasso Kalaitzidou,Greece,vasso,245,245,245,351.,2025,2
352.,Torashige Maki,Japan,,244,244,244,352.,2025,2
353.,Mio Tsutsui,Japan,mio,243,243,243,353.,2025,2
354.,alberto filippini,Italy,albfilip,243,243,243,354.,2025,2
355.,Dimitris Kalafatis,Greece,,243,243,243,355.,2025,2
356.,Jonathan Prine,USA,,243,243,243,356.,2025,2
357.,Boyan Dong,China,,242,242,242,357.,2025,2
358.,Tianyu Qi,China,shedarshian,242,242,242,358.,2025,2
359.,Dennis Chen,USA,reychen,241,241,241,359.,2025,2
360.,Karel Sterba,Czech Rep.,chlien,241,241,241,360.,2025,2
#,Name,Country,Nick,Points,Points,Points,#,2025,2
361.,Md Mahbubul Hasan,Bangladesh,mahbub,241,241,241,361.,2025,2
362.,Josh Pusateri,USA,WeBeatOkimo,240,240,240,362.,2025,2
363.,Matthew Hambacher,USA,Cozy,239,239,239,363.,2025,2
364.,Jackie! Zhou,USA,midnightflyer76,239,239,239,364.,2025,2
365.,Yuka Jo,Japan,melvy,237,237,237,365.,2025,2
366.,Fabien Douté,France,fabich,237,237,237,366.,2025,2
367.,esra aydemir,Turkey,aras,236,236,236,367.,2025,2
368.,Dusan Privoznik,Slovakia,riki69,232,232,232,368.,2025,2
369.,Nicholas McHaffie,Canada,N McH,232,232,232,369.,2025,2
370.,Shuohang Chen,China,shuohang,231,231,231,370.,2025,2
371.,Elizabeth Izaks,Netherlands,,230,230,230,371.,2025,2
372.,Tomasz Stachurski,Poland,,229,229,229,372.,2025,2
373.,Dương Bùi Xuân Khánh,Vietnam,DannyBui,229,229,229,373.,2025,2
374.,Thien Nguyen Dinh Chi,Vietnam,OddOneOh,229,229,229,374.,2025,2
375.,Andrzej Dalach,Poland,Gladmax,228,228,228,375.,2025,2
376.,Evgeniy Bekishev,Russia,Eugene,228,228,228,376.,2025,2
